kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,eu,"""1174""",1174,,,[],,,,0.9,,,,,,,,1174,passthrough_number_symbols,2026-03-05T13:05:42,,,,,und,und,und,1174
entity,eu,"""12/30""",12/30,,,[],,,,0.9,,,,,,,,12/30,passthrough_number_symbols,2026-03-05T13:05:42,,,,,und,und,und,12/30
entity,eu,"""120 million (Australian dollars)""",120 million (Australian dollars),,,[],120 milioi (Australiako dolarretan),120 milioi (dolar australiarrak),120 milioi (dolar australiarrak),0.9,0.7463,0.7463,1.0,0.0,0.0,1.0,120 milioi (dolar australiarrak),120 milioi (dolar australiarrak),mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.9514700174331664,0.9333107471466064,0.9333107471466064,madlad,it,it,it,120_milioi_(dolar_australiarrak)
entity,eu,"""12L/30R""",12L/30R,,,[],12L/30R,12L/30R,12L/30R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,12L/30R,12L/30R,mt_vote,2026-03-05T13:05:43,,,,,en,en,en,12L/30R
entity,eu,"""12R/30L""",12R/30L,,,[],12R/30L,12R/30L,12R/30L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,12R/30L,12R/30L,mt_vote,2026-03-05T13:05:44,,,,,en,en,en,12R/30L
entity,eu,"""13/31""",13/31,,,[],,,,0.9,,,,,,,,13/31,passthrough_number_symbols,2026-03-05T13:05:44,,,,,und,und,und,13/31
entity,eu,"""13017.0""(minutes)","""13017.0""(minutes)",,,[],13017.0 (minutuak),"""13017.0"" (minutuak)","""13017.0""(minutuak)",0.9,0.9474,0.9189,0.9744,1.0,1.0,1.0,"""13017.0"" (minutuak)","""13017.0"" (minutuak)",mt_vote,2026-03-05T13:05:45,,,,,en,en,en,"""13017.0""_(minutuak)"
entity,eu,"""1360-0443""",1360-0443,,,[],,,,0.9,,,,,,,,1360-0443,passthrough_number_symbols,2026-03-05T13:05:45,,,,,und,und,und,1360-0443
entity,eu,"""14/32""",14/32,,,[],,,,0.9,,,,,,,,14/32,passthrough_number_symbols,2026-03-05T13:05:45,,,,,und,und,und,14/32
entity,eu,"""1473-5571""",1473-5571,,,[],,,,0.9,,,,,,,,1473-5571,passthrough_number_symbols,2026-03-05T13:05:45,,,,,und,und,und,1473-5571
entity,eu,"""14L/32R""",14L/32R,,,[],14L/32R,14L/32R,14L/32R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,14L/32R,14L/32R,mt_vote,2026-03-05T13:05:46,,,,,en,en,en,14L/32R
entity,eu,"""14R/32L""",14R/32L,,,[],14R/32L,14R/32L,14R/32L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,14R/32L,14R/32L,mt_vote,2026-03-05T13:05:46,,,,,en,en,en,14R/32L
entity,eu,"""15/33""",15/33,,,[],,,,0.9,,,,,,,,15/33,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,15/33
entity,eu,"""1558-2868""",1558-2868,,,[],,,,0.9,,,,,,,,1558-2868,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,1558-2868
entity,eu,"""1588-2632""",1588-2632,,,[],,,,0.9,,,,,,,,1588-2632,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,1588-2632
entity,eu,"""16/34""",16/34,,,[],,,,0.9,,,,,,,,16/34,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,16/34
entity,eu,"""1700""",1700,,,[],,,,0.9,,,,,,,,1700,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,1700
entity,eu,"""1732-2421""",1732-2421,,,[],,,,0.9,,,,,,,,1732-2421,passthrough_number_symbols,2026-03-05T13:05:46,,,,,und,und,und,1732-2421
entity,eu,"""17L/35R""",17L/35R,,,[],17L/35R,17L/35R,17L/35R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,17L/35R,17L/35R,mt_vote,2026-03-05T13:05:47,,,,,en,en,en,17L/35R
entity,eu,"""17R/35L""",17R/35L,,,[],17R/35L,17R/35L,17R/35L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,17R/35L,17R/35L,mt_vote,2026-03-05T13:05:47,,,,,en,en,en,17R/35L
entity,eu,"""1865-8784""",1865-8784,,,[],,,,0.9,,,,,,,,1865-8784,passthrough_number_symbols,2026-03-05T13:05:47,,,,,und,und,und,1865-8784
entity,eu,"""18C/36C 'Zwanenburgbaan'""",18C/36C 'Zwanenburgbaan',,,[],"18C/36C ""Zwanenburgbaan""",18C/36C 'Zwanenburgbaan',18C/36C 'Zwanenburgbaan',0.9,0.9167,0.9167,1.0,1.0,1.0,1.0,18C/36C 'Zwanenburgbaan',18C/36C 'Zwanenburgbaan',mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.9958722591400146,0.9999999403953552,0.9999999403953552,madlad,nl,nl,nl,18C/36C_'Zwanenburgbaan'
entity,eu,"""18L/36R 'Aalsmeerbaan'""",18L/36R 'Aalsmeerbaan',,,[],"18L/36R ""Aalsmeerbaan""",1836ko abuztuaren 16a - K.o.,18L/36R 'Aalsmeerbaan',0.9,0.28,0.9091,0.36,0.0,1.0,0.0,18L/36R 'Aalsmeerbaan',18L/36R 'Aalsmeerbaan',mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.9963339567184448,0.5517507195472717,1.0000001192092896,salamandra,nl,eu,nl,18L/36R_'Aalsmeerbaan'
entity,eu,"""18L/36R""",18L/36R,,,[],Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,18L/36R,18L/36R,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.4591327607631683,,,nllb,eu,en,en,Eusko_Jaurlaritzaren_laguntzarekin_egindako_azpitituluak
entity,eu,"""18R/36L 'Polderbaan'""",18R/36L 'Polderbaan',,,[],"18R/36L ""Polderbaan""",18R/36L 'Polderbaan',18R/36L 'Polderbaan',0.9,0.9,0.9,1.0,1.0,1.0,1.0,18R/36L 'Polderbaan',18R/36L 'Polderbaan',mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.9979608058929444,1.0,1.0,madlad,nl,nl,nl,18R/36L_'Polderbaan'
entity,eu,"""18R/36L""",18R/36L,,,[],18R/36L,18R/36L,18R/36L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,18R/36L,18R/36L,mt_vote,2026-03-05T13:05:52,,,,,en,en,en,18R/36L
entity,eu,"""1907-07-11""",1907-07-11,,,[],,,,0.9,,,,,,,,1907-07-11,passthrough_number_symbols,2026-03-05T13:05:52,,,,,und,und,und,1907-07-11
entity,eu,"""1923 NZ1951 OB""",1923 NZ1951 OB,,,[],1923 NZ1951 OB,1923 NZ1951 OB,1923 NZ1951 OB,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1923 NZ1951 OB,1923 NZ1951 OB,mt_vote,2026-03-05T13:05:53,,,,,en,en,en,1923_NZ1951_OB
entity,eu,"""1923 OAA907 XC""",1923 OAA907 XC,,,[],1923ko OAA907 XC,1923 OAA907 XCobject name (optional),1923 OAA907 XC,0.9,0.5385,0.9333,0.56,0.0,1.0,0.0,1923ko OAA907 XC,1923ko OAA907 XC,mt_vote,2026-03-05T13:05:54,,,,,en,en,en,1923ko_OAA907_XC
entity,eu,"""1923-11-18""",1923-11-18,,,[],,,,0.9,,,,,,,,1923-11-18,passthrough_number_symbols,2026-03-05T13:05:54,,,,,und,und,und,1923-11-18
entity,eu,"""1927""",1927,,,[],,,,0.9,,,,,,,,1927,passthrough_number_symbols,2026-03-05T13:05:54,,,,,und,und,und,1927
entity,eu,"""1927-07-23""",1927-07-23,,,[],,,,0.9,,,,,,,,1927-07-23,passthrough_number_symbols,2026-03-05T13:05:54,,,,,und,und,und,1927-07-23
entity,eu,"""1928 PC""",1928 PC,,,[],1928ko PC,1928 PC,1928 PC,0.9,0.875,0.875,1.0,0.0,0.0,1.0,1928 PC,1928 PC,mt_vote,2026-03-05T13:05:55,,,,,en,en,en,1928_PC
entity,eu,"""1928 RQ""",1928 RQ,,,[],1928ko Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,1928 RQ,1928 RQ,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1928ko Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,1928ko Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.731725811958313,,,nllb,eu,en,en,1928ko_Eusko_Jaurlaritzaren_laguntzarekin_egindako_azpitituluak
entity,eu,"""1928 SJ""",1928 SJ,,,[],1928ko SJ,1928 SJ,1928 SJ,0.9,0.875,0.875,1.0,0.0,0.0,1.0,1928 SJ,1928 SJ,mt_vote,2026-03-05T13:05:57,,,,,en,en,en,1928_SJ
entity,eu,"""1930 ST; 1952 HE4""",1930 ST; 1952 HE4,,,[],1930 ST; 1952 HE4,1930 ST; 1952 HE4,1930 ST; 1952 HE4,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1930 ST; 1952 HE4,1930 ST; 1952 HE4,mt_vote,2026-03-05T13:05:57,,,,,en,en,en,1930_ST;_1952_HE4
entity,eu,"""1930-01-20""",1930-01-20,,,[],,,,0.9,,,,,,,,1930-01-20,passthrough_number_symbols,2026-03-05T13:05:57,,,,,und,und,und,1930-01-20
entity,eu,"""1932-03-15""",1932-03-15,,,[],,,,0.9,,,,,,,,1932-03-15,passthrough_number_symbols,2026-03-05T13:05:57,,,,,und,und,und,1932-03-15
entity,eu,"""1932-07-27""",1932-07-27,,,[],,,,0.9,,,,,,,,1932-07-27,passthrough_number_symbols,2026-03-05T13:05:57,,,,,und,und,und,1932-07-27
entity,eu,"""1933-10-17""",1933-10-17,,,[],,,,0.9,,,,,,,,1933-10-17,passthrough_number_symbols,2026-03-05T13:05:57,,,,,und,und,und,1933-10-17
entity,eu,"""1966-02-28""",1966-02-28,,,[],,,,0.9,,,,,,,,1966-02-28,passthrough_number_symbols,2026-03-05T13:05:57,,,,,und,und,und,1966-02-28
entity,eu,"""1967 ED""",1967 ED,,,[],1967ko ED,1967 ED,1967 ED,0.9,0.875,0.875,1.0,0.0,0.0,1.0,1967 ED,1967 ED,mt_vote,2026-03-05T13:05:58,,,,,en,en,en,1967_ED
entity,eu,"""1969-09-01""",1969-09-01,,,[],,,,0.9,,,,,,,,1969-09-01,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1969-09-01
entity,eu,"""1971-07-01""",1971-07-01,,,[],,,,0.9,,,,,,,,1971-07-01,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1971-07-01
entity,eu,"""1973""",1973,,,[],,,,0.9,,,,,,,,1973,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1973
entity,eu,"""1974-08-01""",1974-08-01,,,[],,,,0.9,,,,,,,,1974-08-01,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1974-08-01
entity,eu,"""1978""",1978,,,[],,,,0.9,,,,,,,,1978,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1978
entity,eu,"""1980-04-23""",1980-04-23,,,[],,,,0.9,,,,,,,,1980-04-23,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1980-04-23
entity,eu,"""1983-10-03""",1983-10-03,,,[],,,,0.9,,,,,,,,1983-10-03,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1983-10-03
entity,eu,"""1986-04-15""",1986-04-15,,,[],,,,0.9,,,,,,,,1986-04-15,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1986-04-15
entity,eu,"""1987-02-27""",1987-02-27,,,[],,,,0.9,,,,,,,,1987-02-27,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1987-02-27
entity,eu,"""1988-11-22""",1988-11-22,,,[],,,,0.9,,,,,,,,1988-11-22,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1988-11-22
entity,eu,"""1998-07-21""",1998-07-21,,,[],,,,0.9,,,,,,,,1998-07-21,passthrough_number_symbols,2026-03-05T13:05:58,,,,,und,und,und,1998-07-21
entity,eu,"""1999 SN5""",1999 SN5,,,[],1999 Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,1999 SN5,1999 SN5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1999 Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,1999 Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.6900419592857361,,,nllb,eu,en,en,1999_Eusko_Jaurlaritzaren_laguntzarekin_egindako_azpitituluak
entity,eu,"""2 × MTU 16V 2000 M60 engine""",2 × MTU 16V 2000 M60 engine,,,[],2 × MTU 16V 2000 M60 motorra,2 × MTU 16V 2000 M60 motorra,2 × MTU 16V 2000 M60 motorra,0.9,1.0,1.0,1.0,1.0,1.0,1.0,2 × MTU 16V 2000 M60 motorra,2 × MTU 16V 2000 M60 motorra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.9436463713645936,0.9436463713645936,0.9436463713645936,nllb,ka,ka,ka,2_×_MTU_16V_2000_M60_motorra
entity,eu,"""2""",2,,,[],,,,0.9,,,,,,,,2,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,2
entity,eu,"""2/20""",2/20,,,[],,,,0.9,,,,,,,,2/20,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,2/20
entity,eu,"""2009-10-02""",2009-10-02,,,[],,,,0.9,,,,,,,,2009-10-02,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,2009-10-02
entity,eu,"""2013-09-28""",2013-09-28,,,[],,,,0.9,,,,,,,,2013-09-28,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,2013-09-28
entity,eu,"""2158-3226""",2158-3226,,,[],,,,0.9,,,,,,,,2158-3226,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,2158-3226
entity,eu,"""233""",233,,,[],,,,0.9,,,,,,,,233,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,233
entity,eu,"""248""",248,,,[],,,,0.9,,,,,,,,248,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,248
entity,eu,"""292""",292,,,[],,,,0.9,,,,,,,,292,passthrough_number_symbols,2026-03-05T13:06:00,,,,,und,und,und,292
entity,eu,"""3-speed automatic""",3-speed automatic,,,[],Hiru martxako automatikoa,3 abiadurako automatikoa,3 abiadurako automatikoa,0.9,0.6939,0.6939,1.0,0.0,0.0,1.0,3 abiadurako automatikoa,3 abiadurako automatikoa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.7176888585090637,0.7082909941673279,0.7082909941673279,madlad,eu,pt,pt,3_abiadurako_automatikoa
entity,eu,"""3/21""",3/21,,,[],,,,0.9,,,,,,,,3/21,passthrough_number_symbols,2026-03-05T13:06:01,,,,,und,und,und,3/21
entity,eu,"""30 March 2007""",30 March 2007,,,[],2007ko martxoaren 30a,2007ko martxoaren 30a,2007ko martxoaren 30a,0.9,1.0,1.0,1.0,1.0,1.0,1.0,2007ko martxoaren 30a,2007ko martxoaren 30a,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.8901795148849487,0.8901795148849487,0.8901795148849487,nllb,de,de,de,2007ko_martxoaren_30a
entity,eu,"""320""",320,,,[],,,,0.9,,,,,,,,320,passthrough_number_symbols,2026-03-05T13:06:02,,,,,und,und,und,320
entity,eu,"""360""",360,,,[],,,,0.9,,,,,,,,360,passthrough_number_symbols,2026-03-05T13:06:02,,,,,und,und,und,360
entity,eu,"""388""",388,,,[],,,,0.9,,,,,,,,388,passthrough_number_symbols,2026-03-05T13:06:02,,,,,und,und,und,388
entity,eu,"""39""",39,,,[],,,,0.9,,,,,,,,39,passthrough_number_symbols,2026-03-05T13:06:02,,,,,und,und,und,39
entity,eu,"""4-speed automatic (ZF 4HP18Q)""",4-speed automatic (ZF 4HP18Q),,,[],4 martxako automatikoa (ZF 4HP18Q),4- abiadura automatikoa (ZF 4HP18Q),4 abiadurako automatikoa (ZF 4HP18Q),0.9,0.8406,0.8857,0.9577,0.0,0.0,1.0,4 abiadurako automatikoa (ZF 4HP18Q),4 abiadurako automatikoa (ZF 4HP18Q),mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.8698936700820923,0.8740655183792114,0.8766274452209473,salamandra,eu,eu,eu,4_abiadurako_automatikoa_(ZF_4HP18Q)
entity,eu,"""4-speed automatic (ZF 4HP18QE)""",4-speed automatic (ZF 4HP18QE),,,[],4 abiadurako automatikoa (ZF 4HP18QE),4 abiadurako automatikoa (ZF 4HP18QE),4 abiadurako automatikoa (ZF 4HP18QE),0.9,1.0,1.0,1.0,1.0,1.0,1.0,4 abiadurako automatikoa (ZF 4HP18QE),4 abiadurako automatikoa (ZF 4HP18QE),mt_vote_revoted_gte_langfilter,2026-03-09T10:19:21,0.8768287897109985,0.8768287897109985,0.8768287897109985,nllb,eu,eu,eu,4_abiadurako_automatikoa_(ZF_4HP18QE)
entity,eu,"""4/22""",4/22,,,[],,,,0.9,,,,,,,,4/22,passthrough_number_symbols,2026-03-05T13:06:05,,,,,und,und,und,4/22
