kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
relation,gl,5thRunwaySurfaceType,5th Runway Surface Type,Tipo de superficie da 5a pista,Tipo de superficie da pista 5,5. Tipo de superficie da pista,0.9,0.9153,0.9,0.9153,1,1,1,Tipo de superficie da pista 5,Tipo de superficie da pista 5,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8253767490386963,0.8261629939079285,0.8020033240318298,madlad,gl,gl,gl,TipoDeSuperficieDaPista5
relation,gl,LCCN_number,LCCN number,Número LCCN,Número LCCN,Número LCCN,0.9,1.0,1.0,1.0,1,1,1,Número LCCN,Número LCCN,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9470438957214355,0.9470438957214355,0.9470438957214355,nllb,es,es,es,NúmeroLCCN
relation,gl,NationalRegisterOfHistoricPlacesReferenceNumber,National Register Of Historic Places Reference Number,Número de referencia do Rexistro Nacional de Lugares Históricos,Número de referencia do Rexistro Nacional de Lugares Históricos,Número de referencia do Rexistro Nacional de Lugares Históricos,0.9,1.0,1.0,1.0,1,1,1,Número de referencia do Rexistro Nacional de Lugares Históricos,Número de referencia do Rexistro Nacional de Lugares Históricos,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8940033912658691,0.8940033912658691,0.8940033912658691,nllb,pt,pt,pt,NúmeroDeReferenciaDoRexistroNacionalDeLugaresHistóricos
relation,gl,abbreviation,abbreviation,abreviatura,abreviatura,abreviatura,0.9,0.0,0.0,0.0,0,0,0,abreviatura,abreviatura,mt_vote,2026-03-05T14:05:11,,,,,en,en,en,Abreviatura
relation,gl,absoluteMagnitude,absolute Magnitude,Magnitude absoluta,Magnitude absoluta,magnitude absoluta,0.9,0.0,0.0,0.0,0,0,0,magnitude absoluta,magnitude absoluta,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,,0.8651943206787109,salamandra,en,en,et,MagnitudeAbsoluta
relation,gl,academicDiscipline,academic Discipline,Disciplina académica,Disciplina académica,Disciplina académica,0.9,1.0,1.0,1.0,1,1,1,Disciplina académica,Disciplina académica,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9315917491912842,0.9315917491912842,0.9315917491912842,nllb,fr,fr,fr,DisciplinaAcadémica
relation,gl,academicStaffSize,academic Staff Size,Formación académica Tamaño do persoal,Tamaño do persoal académico,Tamaño do persoal académico,0.9,0.5312,0.5312,1.0,0,0,1,Tamaño do persoal académico,Tamaño do persoal académico,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8247416019439697,0.876764178276062,0.876764178276062,madlad,gl,gl,gl,TamañoDoPersoalAcadémico
relation,gl,activeYearsEndDate,active Years End Date,Anos activos Data de finalización,Data de remate dos anos activos,data activa de fin de ano,0.9,0.375,0.5862,0.3929,0,0,0,Data de remate dos anos activos,Data de remate dos anos activos,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.847417414188385,0.851776123046875,0.8504480123519897,madlad,gl,pt,ro,DataDeRemateDosAnosActivos
relation,gl,activeYearsEndYear,active Years End Year,Anos activos Fin de ano,Anos activos Fin do ano,active Years End Year,0.9,0.9565,0.0,0.0,1,0,0,Anos activos Fin de ano,Anos activos Fin de ano,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8791887760162354,0.8666558265686035,,nllb,es,pt,en,AnosActivosFinDeAno
relation,gl,activeYearsStartDate,active Years Start Date,Anos activos Data de inicio,Anos activos Data de comezo,Anos activos Data de inicio,0.9,0.8519,1.0,0.8519,0,1,0,Anos activos Data de inicio,Anos activos Data de inicio,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8599066734313965,0.8927185535430908,0.8599066734313965,nllb,es,es,es,AnosActivosDataDeInicio
relation,gl,activeYearsStartYear,active Years Start Year,Anos activos Ano de inicio,Anos activos Ano de comezo,anos activos Ano de inicio,0.9,0.8462,1.0,0.8462,0,1,0,anos activos Ano de inicio,anos activos Ano de inicio,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.894889235496521,0.8998773694038391,0.9096366763114928,salamandra,es,es,es,AnosActivosAnoDeInicio
relation,gl,addedToTheNationalRegisterOfHistoricPlaces,added To The National Register Of Historic Places,Engadido ao Rexistro Nacional de Lugares Históricos,engadido ao Rexistro Nacional de Lugares Históricos,engadido ao Rexistro Nacional de Lugares Históricos,0.9,1.0,1.0,1.0,1,1,1,engadido ao Rexistro Nacional de Lugares Históricos,engadido ao Rexistro Nacional de Lugares Históricos,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7644044160842896,0.7892980575561523,0.7892980575561523,madlad,pt,pt,pt,EngadidoAoRexistroNacionalDeLugaresHistóricos
relation,gl,address,address,enderezo,enderezo,dirección,0.9,1.0,0.3529,0.3529,1,0,0,enderezo,enderezo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7122548818588257,0.7122548818588257,0.8569352626800537,nllb,it,it,gl,Enderezo
relation,gl,administrativeArrondissement,administrative Arrondissement,Distrito administrativo,Arrondissementfrance. kgm,distrito administrativo,0.9,0.25,1.0,0.2917,0,1,0,distrito administrativo,distrito administrativo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7869876027107239,0.7744742631912231,0.8208062648773193,salamandra,it,fr,it,DistritoAdministrativo
relation,gl,affiliation,affiliation,afiliación,afiliación,afiliación,0.9,1.0,1.0,1.0,1,1,1,afiliación,afiliación,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8709070682525635,0.8709070682525635,0.8709070682525635,nllb,es,es,es,Afiliación
relation,gl,aircraftFighter,aircraft Fighter,Avións de combate,Avión de combate,avión de combate,0.9,0.9697,0.9697,1.0,1,1,1,Avión de combate,Avión de combate,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.801599383354187,0.8418277502059937,0.8392677307128906,madlad,gl,es,es,AviónDeCombate
relation,gl,aircraftHelicopter,aircraft Helicopter,Avións Helicóptero,Avión Helicóptero,aeronave Helicóptero,0.9,0.9714,0.7368,0.7568,1,0,0,Avión Helicóptero,Avión Helicóptero,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8798900246620178,0.881881594657898,0.8800170421600342,madlad,gl,gl,es,AviónHelicóptero
relation,gl,album,album,álbum,álbum,álbum,0.9,1.0,1.0,1.0,1,1,1,álbum,álbum,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.943719208240509,0.943719208240509,0.943719208240509,nllb,hu,hu,hu,Álbum
relation,gl,almaMater,alma Mater,Alma Mater,alma MaterConstellation name (optional),alma Mater,0.9,0.0,0.0,0.4082,0,0,0,alma Mater,alma Mater,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,0.8570457696914673,1.0,salamandra,en,af,hu,AlmaMater
relation,gl,alternativeName,alternative Name,Nome alternativo,Nome alternativo,Nome alternativo,0.9,1.0,1.0,1.0,1,1,1,Nome alternativo,Nome alternativo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9138534665107728,0.9138534665107728,0.9138534665107728,nllb,es,es,es,NomeAlternativo
relation,gl,anthem,anthem,himno,himno,anthem,0.9,0.0,0.0,0.0,0,0,0,himno,himno,mt_vote,2026-03-05T14:05:18,,,,,en,en,en,Himno
relation,gl,apoapsis,apoapsis,Apoapsis,apoapsis,apoapsis,0.9,0.0,0.0,0.0,0,0,0,Apoapsis,Apoapsis,mt_vote,2026-03-05T14:05:18,,,,,en,en,en,Apoapsis
relation,gl,architect,architect,arquitecto,arquitecto,arquitecto,0.9,0.0,0.0,0.0,0,0,0,arquitecto,arquitecto,mt_vote,2026-03-05T14:05:18,,,,,en,en,en,Arquitecto
relation,gl,architecturalStyle,architectural Style,Estilo arquitectónico,Estilo arquitectónico,estilo arquitectónico,0.9,1.0,1.0,1.0,1,1,1,estilo arquitectónico,estilo arquitectónico,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8953475952148438,0.8953475952148438,0.909710168838501,salamandra,es,es,es,EstiloArquitectónico
relation,gl,architecture,architecture,arquitectura,arquitectura,arquitectura,0.9,1.0,1.0,1.0,1,1,1,arquitectura,arquitectura,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8538682460784912,0.8538682460784912,0.8538682460784912,nllb,fr,fr,fr,Arquitectura
relation,gl,areaCode,area Code,Código de área,Código de área,código de área,0.9,1.0,1.0,1.0,1,1,1,código de área,código de área,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8861470222473145,0.8861470222473145,0.9211240410804749,salamandra,pt,pt,gl,CódigoDeÁrea
relation,gl,areaMetro,area Metro,Área metropolitana,área Metro,área Metro,0.9,0.7143,0.7143,1.0,0,0,1,área Metro,área Metro,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8662344813346863,0.9667258262634276,0.9667258262634276,madlad,es,hu,hu,ÁreaMetro
relation,gl,areaOfLand,area Of Land,Área de terra,área de terra,área de terra,0.9,1.0,1.0,1.0,1,1,1,área de terra,área de terra,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.870615541934967,0.882855236530304,0.882855236530304,madlad,es,pt,pt,ÁreaDeTerra
relation,gl,areaOfWater,area Of Water,Área de auga,área de auga,área de auga,0.9,1.0,1.0,1.0,1,1,1,área de auga,área de auga,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8669373989105225,0.8789177536964417,0.8789177536964417,madlad,es,pt,pt,ÁreaDeAuga
relation,gl,areaTotal,area Total,Área total,área total,área total,0.9,1.0,1.0,1.0,1,1,1,área total,área total,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9360779523849488,0.951852321624756,0.951852321624756,madlad,pt,sk,sk,ÁreaTotal
relation,gl,areaUrban,area Urban,Área urbana,área urbanaunit description in lists,área Urbana,0.9,0.4681,1.0,0.4681,0,1,0,área Urbana,área Urbana,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.916923761367798,0.8209404945373535,0.9584680795669556,salamandra,lv,es,hu,ÁreaUrbana
relation,gl,artist,artist,artista,artista,artista,0.9,0.0,0.0,0.0,0,0,0,artista,artista,mt_vote,2026-03-05T14:05:21,,,,,en,en,en,Artista
relation,gl,assembly,assembly,montaxe,ensamblaxe,montaxe,0.9,0.0,0.0,0.0,0,0,0,montaxe,montaxe,mt_vote,2026-03-05T14:05:21,,,,,en,en,en,Montaxe
relation,gl,associatedBand/associatedMusicalArtist,associated Band/associated Musical Artist,banda asociada/artista musical asociado,Banda asociada/ Artista musical asociado,banda asociada/artista musical asociado,0.9,0.9873,1.0,0.9873,1,1,1,Banda asociada/ Artista musical asociado,Banda asociada/ Artista musical asociado,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8713538646697998,0.8735039830207825,0.8713538646697998,madlad,pt,pt,pt,BandaAsociada/ArtistaMusicalAsociado
relation,gl,associatedRocket,associated Rocket,Rocket asociado,associated Rocket,Rocket asociado,0.9,0.0,1.0,0.0,0,1,0,Rocket asociado,Rocket asociado,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.909205436706543,,0.909205436706543,nllb,br,en,br,RocketAsociado
relation,gl,attackAircraft,attack Aircraft,Avións de ataque,Avións de ataque,avión de ataque,0.9,1.0,0.9677,0.9677,1,1,1,avión de ataque,avión de ataque,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8814737200737,0.8814737200737,0.8954812288284302,salamandra,gl,gl,gl,AviónDeAtaque
relation,gl,author,author,autor,autor,autor,0.9,1.0,1.0,1.0,1,1,1,autor,autor,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.920589804649353,0.920589804649353,0.920589804649353,nllb,es,es,es,Autor
relation,gl,averageSpeed,average Speed,Velocidade media,Velocidade media,velocidade media,0.9,1.0,1.0,1.0,1,1,1,velocidade media,velocidade media,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8201744556427002,0.8201744556427002,0.896552562713623,salamandra,pt,pt,pt,VelocidadeMedia
relation,gl,award,award,Premios,premio,concesión,0.9,0.9231,0.25,0.2667,1,0,0,premio,premio,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8312620520591736,0.8723407983779907,0.5765924453735352,madlad,es,it,gl,Premio
relation,gl,awards,awards,Premios,premios,premios,0.9,1.0,1.0,1.0,1,1,1,premios,premios,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8628312349319458,0.9061397314071656,0.9061397314071656,madlad,es,es,es,Premios
relation,gl,background,background,antecedentes,fondo,background,0.9,0.0,0.0,0.0,0,0,0,antecedentes,antecedentes,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7121391296386719,,,nllb,es,en,en,Antecedentes
relation,gl,backupPilot,backup Pilot,Pilota de apoio,Copia de seguridade do Pilot,backup Pilot,0.9,0.2326,0.3704,0.4,0,0,0,backup Pilot,backup Pilot,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8144789934158325,0.818885326385498,1.000000238418579,salamandra,ro,pt,ro,BackupPilot
relation,gl,bandMember,band Member,Membro da banda,membro da banda,Membro da banda,0.9,1.0,1.0,1.0,1,1,1,membro da banda,membro da banda,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8893778324127197,0.890255331993103,0.8893778324127197,madlad,pt,pt,pt,MembroDaBanda
relation,gl,battle,battle,batalla,batalla,batalla,0.9,1.0,1.0,1.0,1,1,1,batalla,batalla,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8746160864830017,0.8746160864830017,0.8746160864830017,nllb,it,it,it,Batalla
relation,gl,bedCount,bed Count,Cama Contagem,Contaxe de camas,Recuento de camas,0.9,0.0,0.0,0.7273,0,0,0,Recuento de camas,Recuento de camas,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,0.7861539125442505,0.7957788109779358,salamandra,en,fr,es,RecuentoDeCamas
relation,gl,bird,bird,paxaro,paxaro,paxaro,0.9,0.0,0.0,0.0,0,0,0,paxaro,paxaro,mt_vote,2026-03-05T14:05:25,,,,,en,en,en,Paxaro
relation,gl,birthDate,birth Date,Data de nacemento,Data de nacemento,Data de nacemento,0.9,1.0,1.0,1.0,1,1,1,Data de nacemento,Data de nacemento,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8631597757339478,0.8631597757339478,0.8631597757339478,nllb,es,es,es,DataDeNacemento
relation,gl,birthName,birth Name,Nome de nacemento,Nome de nacemento,Nome de nacemento,0.9,1.0,1.0,1.0,1,1,1,Nome de nacemento,Nome de nacemento,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8233332633972168,0.8233332633972168,0.8233332633972168,nllb,es,es,es,NomeDeNacemento
relation,gl,birthPlace,birth Place,Lugar de nacemento,Lugar de nacemento,Lugar de nacemento,0.9,1.0,1.0,1.0,1,1,1,Lugar de nacemento,Lugar de nacemento,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8303682208061218,0.8303682208061218,0.8303682208061218,nllb,es,es,es,LugarDeNacemento
relation,gl,birthYear,birth Year,Ano de nacemento,Ano de nacemento,Ano de nacemento,0.9,1.0,1.0,1.0,1,1,1,Ano de nacemento,Ano de nacemento,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8365556597709656,0.8365556597709656,0.8365556597709656,nllb,es,es,es,AnoDeNacemento
relation,gl,bodyStyle,body Style,Estilo do corpo,Estilo do corpo,estilo do corpo,0.9,1.0,1.0,1.0,1,1,1,estilo do corpo,estilo do corpo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.892524242401123,0.892524242401123,0.9108263254165648,salamandra,pt,pt,pt,EstiloDoCorpo
relation,gl,broadcastedBy,broadcasted By,transmitido por,emitido por,emitido por,0.9,0.7692,0.7692,1.0,0,0,1,emitido por,emitido por,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.748248279094696,0.7471692562103271,0.7471692562103271,madlad,pt,pt,pt,EmitidoPor
relation,gl,budget,budget,Presupuesto,orzamento,presuposto,0.9,0.4,0.8571,0.3158,0,0,0,orzamento,orzamento,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7292149066925049,0.8173861503601074,0.6487029790878296,madlad,es,pl,sl,Orzamento
relation,gl,buildDate,build Date,data de construción,Data de construción,Data de construción,0.9,1.0,1.0,1.0,1,1,1,Data de construción,Data de construción,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7359514236450195,0.7461445331573486,0.7461445331573486,madlad,gl,gl,gl,DataDeConstrución
relation,gl,builder,builder,constructor,construtor,builder,0.9,0.0,0.0,0.0,0,0,0,construtor,construtor,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,0.8306845426559448,,madlad,en,es,en,Construtor
relation,gl,buildingStartDate,building Start Date,Edificio Data de inicio,Data de inicio da construción,Data de inicio da construción,0.9,0.5385,0.5385,1.0,0,0,1,Data de inicio da construción,Data de inicio da construción,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7427874207496643,0.7567509412765503,0.7567509412765503,madlad,es,gl,gl,DataDeInicioDaConstrución
relation,gl,buildingType,building Type,Tipo de edificio,Tipo de edificio,Tipo de edificio,0.9,1.0,1.0,1.0,1,1,1,Tipo de edificio,Tipo de edificio,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9322136044502258,0.9322136044502258,0.9322136044502258,nllb,es,es,es,TipoDeEdificio
relation,gl,campus,campus,Campus,campus,campus,0.9,0.0,0.0,0.0,0,0,0,Campus,Campus,mt_vote,2026-03-05T14:05:28,,,,,en,en,en,Campus
relation,gl,capital,capital,capital,capital,capital,0.9,0.0,0.0,0.0,0,0,0,capital,capital,mt_vote,2026-03-05T14:05:29,,,,,en,en,en,Capital
relation,gl,carbohydrate,carbohydrate,hidratos de carbono,hidrato de carbono,carbohidrato,0.9,0.973,0.4516,0.4667,1,0,0,hidratos de carbono,hidratos de carbono,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7922077178955078,0.7847699522972107,0.8871157169342041,nllb,es,eo,lt,HidratosDeCarbono
relation,gl,category,category,Categoría,Categoría,categoría,0.9,1.0,1.0,1.0,1,1,1,categoría,categoría,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8055704236030579,0.8055704236030579,0.8996411561965942,salamandra,es,es,es,Categoría
relation,gl,ceremonialCounty,ceremonial County,Concello cerimonial,Condado cerimonial,condado cerimonial,0.9,0.8108,0.8108,1.0,0,0,1,condado cerimonial,condado cerimonial,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7608972787857056,0.8687209486961365,0.8864462375640869,salamandra,it,pt,pt,CondadoCerimonial
relation,gl,certification,certification,certificación,certificación,certificación,0.9,1.0,1.0,1.0,1,1,1,certificación,certificación,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9008933901786804,0.9008933901786804,0.9008933901786804,nllb,gl,gl,gl,Certificación
relation,gl,chairman,chairman,Presidente,presidente,presidente,0.9,0.0,0.0,0.0,0,0,0,Presidente,Presidente,mt_vote,2026-03-05T14:05:30,,,,,en,en,en,Presidente
relation,gl,chairmanTitle,chairman Title,Presidente Título,Título do presidente,Título de presidente,0.9,0.5405,0.5405,0.95,0,0,1,Título do presidente,Título do presidente,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7799732685089111,0.7706772089004517,0.7688021659851074,madlad,hu,pt,es,TítuloDoPresidente
relation,gl,chairperson,chairperson,Presidente,chairperson,presidente,0.9,0.0,0.0,0.0,0,0,0,chairperson,chairperson,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,1.0,,madlad,en,fr,en,Chairperson
relation,gl,champions,champions,campións,campións,campións,0.9,1.0,1.0,1.0,1,1,1,campións,campións,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8665160536766052,0.8665160536766052,0.8665160536766052,nllb,es,es,es,Campións
relation,gl,chancellor,chancellor,Canciller,chancellor,chanceler,0.9,0.0,0.0,0.0,0,0,0,chanceler,chanceler,mt_vote,2026-03-05T14:05:31,,,,,en,en,en,Chanceler
relation,gl,chief,chief,xefes,xefe,xefe,0.9,0.0,0.0,0.0,0,0,0,xefe,xefe,mt_vote,2026-03-05T14:05:31,,,,,en,en,en,Xefe
relation,gl,child,child,Niño,fillo,neno,0.9,0.0,0.0,0.0,0,0,0,Niño,Niño,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7864053249359131,,,nllb,es,en,en,Niño
relation,gl,christeningDate,christening Date,Data de bautizo,christening Date,Data de bautizo,0.9,0.2581,1.0,0.2581,0,1,0,Data de bautizo,Data de bautizo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.758807897567749,1.0000001192092896,0.758807897567749,nllb,es,de,es,DataDeBautizo
relation,gl,cinematography,cinematography,cinematografía,cinematografía,cinematografía,0.9,1.0,1.0,1.0,1,1,1,cinematografía,cinematografía,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.765241801738739,0.765241801738739,0.765241801738739,nllb,es,es,es,Cinematografía
relation,gl,citizenship,citizenship,cidadanía,cidadanía,cidadanía,0.9,1.0,1.0,1.0,1,1,1,cidadanía,cidadanía,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.599234402179718,0.599234402179718,0.599234402179718,nllb,es,es,es,Cidadanía
relation,gl,city,city,cidade,cidade,city,0.9,1.0,0.0,0.0,1,0,0,cidade,cidade,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9387287497520448,0.9387287497520448,,nllb,pt,pt,en,Cidade
relation,gl,cityServed,city Served,cidade Servido,cidade servida,Cidade servida,0.9,0.9286,0.9286,1.0,1,1,1,cidade Servido,cidade Servido,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.9243353605270386,0.8624495267868042,0.8393949270248413,nllb,pt,pt,pt,CidadeServido
relation,gl,class,class,Clasificación,clase,clase,0.9,0.0,0.0,0.0,0,0,0,Clasificación,Clasificación,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.7532057762145996,,,nllb,gl,en,en,Clasificación
relation,gl,club,club,club,trevos,club,0.9,0.0,0.0,0.0,0,0,0,trevos,trevos,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,,0.5538928508758545,,madlad,en,es,en,Trevos
relation,gl,coach,coach,Entrenador,adestrador,coche,0.9,0.7,0.1333,0.1333,0,0,0,Entrenador,Entrenador,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8292836546897888,0.8125439882278442,0.6404407024383545,nllb,es,es,sv,Entrenador
relation,gl,codenCode,coden Code,Código de código,códigon Code,coden Código,0.9,0.6429,0.7857,0.5,0,0,0,coden Código,coden Código,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:04,0.8245996236801147,0.8911187648773193,0.9710050225257874,salamandra,gl,gl,hu,CodenCódigo
